"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
3786,"3786","Trường THPT Lê 3786","Thanh Hóa","THPT","Dân lập",1983,42,10,"6.86","94.05","8.18","8.06","8.00",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3787,"3787","Trường THCS Vũ 3787","Hải Phòng","THCS","Dân lập",1971,54,8,"7.53","92.96","6.88","8.28","8.07",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3788,"3788","Trường THCS Trần 3788","Nghệ An","THCS","Dân lập",1975,50,10,"6.89","89.82","7.68","6.17","7.53",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3789,"3789","Trường THCS Vũ 3789","Đà Nẵng","THCS","Quốc tế",1988,37,8,"6.61","88.38","7.01","7.60","7.48",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3790,"3790","Trường Liên cấp XYZ 3790","Bình Dương","Phổ thông Liên cấp","Dân lập",2010,15,10,"7.29","89.40","8.44","7.39","7.97",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3791,"3791","Trường Liên cấp XYZ 3791","Bình Dương","Phổ thông Liên cấp","Quốc tế",1982,43,8,"6.94","90.86","7.83","7.74","7.84",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3792,"3792","Trường Liên cấp XYZ 3792","Bình Dương","Phổ thông Liên cấp","Công lập",1984,41,9,"7.08","88.23","7.35","8.04","7.79",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3793,"3793","Trường Tiểu học Lê 3793","Hải Phòng","Tiểu học","Quốc tế",1960,65,8,"7.80","91.58","7.75","7.56","8.16",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3794,"3794","Trường THCS Hoàng 3794","Hà Nội","THCS","Quốc tế",1967,58,10,"6.97","89.44","7.50","7.81","7.77",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3795,"3795","Trường THPT Mai 3795","Nghệ An","THPT","Dân lập",2003,22,9,"7.55","91.40","7.96","7.89","8.14",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3796,"3796","Trường Liên cấp XYZ 3796","Đà Nẵng","Phổ thông Liên cấp","Công lập",2000,25,12,"7.50","87.38","7.34","7.32","7.82",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3797,"3797","Trường Tiểu học Bùi 3797","Đà Nẵng","Tiểu học","Dân lập",2001,24,11,"6.71","88.58","7.65","7.54","7.62",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3798,"3798","Trường THPT Vũ 3798","Hải Phòng","THPT","Công lập",1987,38,12,"7.65","88.75","8.23","7.77","8.12",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3799,"3799","Trường THCS Hoàng 3799","Hải Phòng","THCS","Quốc tế",1991,34,11,"7.43","87.19","7.01","7.36","7.74",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3800,"3800","Trường Tiểu học Phạm 3800","Hà Nội","Tiểu học","Quốc tế",2009,16,9,"7.76","90.62","7.84","7.35","8.10",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3801,"3801","Trường THCS Dương 3801","Cần Thơ","THCS","Quốc tế",1972,53,10,"6.94","90.24","6.74","7.07","7.55",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3802,"3802","Trường Liên cấp XYZ 3802","Hải Phòng","Phổ thông Liên cấp","Quốc tế",2003,22,9,"7.38","88.19","6.79","7.21","7.70",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3803,"3803","Trường Liên cấp XYZ 3803","Cần Thơ","Phổ thông Liên cấp","Dân lập",1987,38,13,"7.76","92.75","7.20","7.67","8.11",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3804,"3804","Trường THPT Phạm 3804","Nghệ An","THPT","Dân lập",2008,17,8,"7.65","90.51","8.12","7.45","8.11",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3805,"3805","Trường Tiểu học Bùi 3805","Cần Thơ","Tiểu học","Quốc tế",1983,42,10,"6.90","91.37","7.85","6.92","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3806,"3806","Trường Tiểu học Trần 3806","Hà Nội","Tiểu học","Công lập",1977,48,6,"6.20","90.28","7.19","7.70","7.42",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3807,"3807","Trường Tiểu học Nguyễn 3807","Bình Dương","Tiểu học","Dân lập",2003,22,11,"7.01","87.81","7.42","7.70","7.70",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3808,"3808","Trường THCS Hoàng 3808","Hà Nội","THCS","Dân lập",1980,45,14,"7.24","89.19","7.63","7.85","7.89",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3809,"3809","Trường THPT Lê 3809","Nghệ An","THPT","Dân lập",1997,28,10,"6.93","89.83","7.26","7.20","7.64",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3810,"3810","Trường THPT Dương 3810","Đà Nẵng","THPT","Quốc tế",1994,31,18,"7.45","90.56","7.89","7.36","7.98",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3811,"3811","Trường Tiểu học Lê 3811","Thanh Hóa","Tiểu học","Dân lập",1990,35,8,"7.46","86.61","7.28","7.89","7.86",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3812,"3812","Trường THCS Đặng 3812","Hải Phòng","THCS","Dân lập",1974,51,10,"7.32","88.39","8.82","7.37","8.01",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3813,"3813","Trường THPT Dương 3813","Hải Phòng","THPT","Quốc tế",1981,44,12,"6.46","91.21","6.48","7.47","7.41",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3814,"3814","Trường THCS Hoàng 3814","Hải Phòng","THCS","Công lập",2010,15,9,"7.92","91.51","6.99","8.04","8.17",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3815,"3815","Trường THCS Đặng 3815","Bình Dương","THCS","Dân lập",1969,56,10,"8.04","92.80","8.29","6.37","8.20",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3816,"3816","Trường THCS Vũ 3816","Hải Phòng","THCS","Dân lập",2003,22,13,"7.56","91.35","6.83","7.09","7.85",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3817,"3817","Trường Tiểu học Phạm 3817","TP. Hồ Chí Minh","Tiểu học","Dân lập",1970,55,10,"7.06","88.31","8.25","7.97","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3818,"3818","Trường THCS Phạm 3818","Hà Nội","THCS","Công lập",1962,63,10,"7.33","89.89","8.28","7.50","8.00",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3819,"3819","Trường THCS Trần 3819","Hà Nội","THCS","Dân lập",2010,15,13,"7.37","91.07","8.37","7.92","8.12",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3820,"3820","Trường Tiểu học Vũ 3820","Đà Nẵng","Tiểu học","Quốc tế",1969,56,15,"7.08","91.45","7.12","7.10","7.71",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3821,"3821","Trường THPT Vũ 3821","Hải Phòng","THPT","Dân lập",2002,23,10,"7.07","91.52","6.77","6.63","7.58",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3822,"3822","Trường THPT Phạm 3822","Hải Phòng","THPT","Quốc tế",1986,39,10,"6.80","89.65","7.37","7.52","7.64",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3823,"3823","Trường Liên cấp XYZ 3823","Thanh Hóa","Phổ thông Liên cấp","Dân lập",1979,46,8,"7.88","89.34","8.79","7.01","8.21",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3824,"3824","Trường THPT Vũ 3824","Hải Phòng","THPT","Dân lập",1983,42,11,"7.99","92.43","7.89","7.65","8.30",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3825,"3825","Trường Tiểu học Nguyễn 3825","Đà Nẵng","Tiểu học","Công lập",1963,62,11,"7.20","90.09","7.55","8.16","7.94",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3826,"3826","Trường Liên cấp XYZ 3826","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",2003,22,11,"6.99","91.11","7.49","7.49","7.78",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3827,"3827","Trường THPT Lê 3827","Thanh Hóa","THPT","Quốc tế",1999,26,13,"7.18","88.05","7.70","8.60","7.96",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3828,"3828","Trường THPT Bùi 3828","Thanh Hóa","THPT","Công lập",1986,39,6,"7.63","90.77","7.77","8.09","8.15",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3829,"3829","Trường THPT Hoàng 3829","TP. Hồ Chí Minh","THPT","Dân lập",2005,20,8,"7.52","91.39","6.99","7.75","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3830,"3830","Trường Liên cấp XYZ 3830","Hà Nội","Phổ thông Liên cấp","Dân lập",1961,64,8,"7.40","88.10","8.08","7.83","7.99",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3831,"3831","Trường THPT Đặng 3831","Hà Nội","THPT","Quốc tế",2006,19,9,"7.81","89.49","7.53","8.02","8.14",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3832,"3832","Trường Tiểu học Mai 3832","Cần Thơ","Tiểu học","Dân lập",1986,39,14,"7.37","87.60","7.67","7.99","7.92",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3833,"3833","Trường THCS Vũ 3833","Hà Nội","THCS","Quốc tế",2006,19,7,"7.72","89.71","7.35","7.22","7.97",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3834,"3834","Trường THPT Nguyễn 3834","Nghệ An","THPT","Công lập",1963,62,6,"6.89","93.03","8.24","8.12","8.00",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3835,"3835","Trường THCS Vũ 3835","Hà Nội","THCS","Quốc tế",2010,15,11,"6.87","92.30","7.94","7.56","7.84",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3836,"3836","Trường THPT Nguyễn 3836","Đà Nẵng","THPT","Công lập",1970,55,10,"7.07","89.99","7.58","7.88","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3837,"3837","Trường THPT Nguyễn 3837","Hà Nội","THPT","Dân lập",2005,20,10,"7.56","92.53","7.47","8.19","8.15",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3838,"3838","Trường THPT Mai 3838","Hà Nội","THPT","Dân lập",2001,24,13,"6.62","89.29","7.99","7.03","7.58",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3839,"3839","Trường THPT Bùi 3839","Cần Thơ","THPT","Dân lập",1972,53,5,"7.21","90.32","7.29","7.08","7.75",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3840,"3840","Trường THCS Mai 3840","Hải Phòng","THCS","Quốc tế",1974,51,6,"7.18","93.22","7.58","7.06","7.86",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3841,"3841","Trường THPT Đặng 3841","TP. Hồ Chí Minh","THPT","Công lập",2003,22,5,"8.03","87.20","8.27","7.38","8.18",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3842,"3842","Trường Liên cấp XYZ 3842","Thanh Hóa","Phổ thông Liên cấp","Công lập",1970,55,13,"7.49","93.80","7.35","7.79","8.08",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3843,"3843","Trường Liên cấp XYZ 3843","Đà Nẵng","Phổ thông Liên cấp","Công lập",1971,54,13,"7.35","91.42","7.78","7.14","7.92",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3844,"3844","Trường THPT Dương 3844","Nghệ An","THPT","Quốc tế",1991,34,11,"7.29","91.29","7.11","7.51","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3845,"3845","Trường Liên cấp XYZ 3845","Hà Nội","Phổ thông Liên cấp","Quốc tế",1981,44,9,"8.35","91.30","7.35","7.77","8.35",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3846,"3846","Trường THCS Đặng 3846","Đà Nẵng","THCS","Dân lập",2002,23,11,"6.59","92.45","7.32","7.76","7.67",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3847,"3847","Trường Tiểu học Phạm 3847","Hải Phòng","Tiểu học","Công lập",1985,40,10,"7.27","90.82","7.87","7.05","7.87",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3848,"3848","Trường THCS Đặng 3848","Hải Phòng","THCS","Quốc tế",1969,56,5,"7.09","88.84","8.67","8.73","8.11",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3849,"3849","Trường Tiểu học Nguyễn 3849","Hà Nội","Tiểu học","Quốc tế",2006,19,8,"8.34","89.90","7.74","7.94","8.38",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3850,"3850","Trường Liên cấp XYZ 3850","Nghệ An","Phổ thông Liên cấp","Quốc tế",1968,57,15,"7.11","90.56","7.53","7.60","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3851,"3851","Trường Tiểu học Trần 3851","Hải Phòng","Tiểu học","Quốc tế",1966,59,8,"7.14","88.99","7.84","6.60","7.69",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3852,"3852","Trường Tiểu học Trần 3852","Đà Nẵng","Tiểu học","Dân lập",1987,38,14,"7.85","91.56","8.03","7.86","8.27",6,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3853,"3853","Trường Tiểu học Vũ 3853","Hải Phòng","Tiểu học","Dân lập",1978,47,13,"6.91","87.45","6.93","7.83","7.60",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3854,"3854","Trường THPT Dương 3854","Bình Dương","THPT","Quốc tế",1985,40,4,"7.13","89.18","6.61","8.24","7.76",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3855,"3855","Trường Liên cấp XYZ 3855","Hà Nội","Phổ thông Liên cấp","Dân lập",1983,42,11,"6.97","88.61","8.15","7.79","7.84",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3856,"3856","Trường THPT Phạm 3856","Thanh Hóa","THPT","Dân lập",2010,15,7,"8.31","89.61","7.56","7.26","8.23",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3857,"3857","Trường THPT Phạm 3857","Bình Dương","THPT","Quốc tế",1982,43,6,"7.16","87.92","6.79","7.75","7.68",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3858,"3858","Trường THCS Dương 3858","Bình Dương","THCS","Quốc tế",1977,48,11,"7.97","91.78","7.95","6.79","8.15",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3859,"3859","Trường THPT Bùi 3859","Cần Thơ","THPT","Công lập",1971,54,9,"7.01","89.97","7.96","8.22","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3860,"3860","Trường Liên cấp XYZ 3860","Bình Dương","Phổ thông Liên cấp","Quốc tế",1993,32,14,"7.04","90.54","7.74","7.81","7.86",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3861,"3861","Trường Tiểu học Vũ 3861","Nghệ An","Tiểu học","Dân lập",1969,56,15,"7.65","91.02","7.03","7.21","7.93",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3862,"3862","Trường Tiểu học Nguyễn 3862","TP. Hồ Chí Minh","Tiểu học","Công lập",2004,21,7,"7.90","93.00","7.66","8.46","8.37",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3863,"3863","Trường THCS Trần 3863","TP. Hồ Chí Minh","THCS","Công lập",2003,22,12,"7.70","90.18","7.97","7.71","8.14",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3864,"3864","Trường THCS Dương 3864","Bình Dương","THCS","Công lập",1993,32,10,"7.25","93.27","7.98","7.03","7.95",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3865,"3865","Trường THCS Dương 3865","Hà Nội","THCS","Dân lập",1975,50,17,"7.54","89.81","6.76","7.73","7.89",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3866,"3866","Trường Liên cấp XYZ 3866","Bình Dương","Phổ thông Liên cấp","Công lập",2005,20,12,"7.79","90.45","8.25","6.78","8.08",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3867,"3867","Trường Liên cấp XYZ 3867","Cần Thơ","Phổ thông Liên cấp","Công lập",1986,39,9,"8.38","89.82","7.77","7.77","8.38",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3868,"3868","Trường Tiểu học Dương 3868","Cần Thơ","Tiểu học","Quốc tế",1997,28,12,"7.50","93.28","7.74","7.86","8.14",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3869,"3869","Trường THCS Hoàng 3869","Cần Thơ","THCS","Quốc tế",1970,55,8,"7.27","87.84","6.68","7.69","7.70",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3870,"3870","Trường Tiểu học Đặng 3870","Hải Phòng","Tiểu học","Quốc tế",1980,45,8,"7.78","88.44","8.09","7.28","8.07",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3871,"3871","Trường THCS Hoàng 3871","Cần Thơ","THCS","Công lập",1991,34,11,"7.41","89.69","8.01","7.61","8.00",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3872,"3872","Trường Liên cấp XYZ 3872","Hải Phòng","Phổ thông Liên cấp","Dân lập",1980,45,10,"7.61","89.27","7.20","7.24","7.89",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3873,"3873","Trường Liên cấp XYZ 3873","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1987,38,6,"7.39","92.73","7.28","6.40","7.79",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3874,"3874","Trường Liên cấp XYZ 3874","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",2001,24,15,"7.15","90.37","7.56","7.46","7.82",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3875,"3875","Trường Liên cấp XYZ 3875","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1989,36,16,"8.14","90.72","7.43","7.35","8.20",6,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3876,"3876","Trường THCS Lê 3876","Đà Nẵng","THCS","Dân lập",1973,52,6,"7.03","89.85","6.70","7.52","7.64",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3877,"3877","Trường Tiểu học Trần 3877","Bình Dương","Tiểu học","Công lập",1975,50,9,"6.97","87.20","8.18","7.03","7.68",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3878,"3878","Trường Tiểu học Trần 3878","Bình Dương","Tiểu học","Quốc tế",1977,48,18,"7.47","89.03","7.49","7.52","7.91",7,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3879,"3879","Trường THPT Trần 3879","Bình Dương","THPT","Công lập",1970,55,11,"7.62","88.93","6.67","6.83","7.74",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3880,"3880","Trường THCS Bùi 3880","Hải Phòng","THCS","Công lập",1986,39,12,"7.17","90.44","6.99","7.84","7.80",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3881,"3881","Trường THPT Vũ 3881","Hà Nội","THPT","Quốc tế",1965,60,9,"8.78","90.37","7.65","7.89","8.56",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3882,"3882","Trường THCS Phạm 3882","Thanh Hóa","THCS","Dân lập",1971,54,15,"7.24","93.16","7.15","7.48","7.89",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3883,"3883","Trường Liên cấp XYZ 3883","Đà Nẵng","Phổ thông Liên cấp","Dân lập",1977,48,14,"7.12","88.84","7.69","7.10","7.73",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3884,"3884","Trường Tiểu học Trần 3884","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1998,27,9,"7.24","91.84","7.79","7.36","7.92",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
3885,"3885","Trường THPT Bùi 3885","Bình Dương","THPT","Công lập",2005,20,4,"6.55","92.28","7.83","6.97","7.61",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
